movie_title,movie_imdb_link,day,month,year
The November Man ,http://www.imdb.com/title/tt2402157/?ref_=fn_tt_tt_1,13,August,2014
Eye of the Beholder ,http://www.imdb.com/title/tt0120662/?ref_=fn_tt_tt_1,28,August,1999
The Hurt Locker ,http://www.imdb.com/title/tt0887912/?ref_=fn_tt_tt_1,4,September,2008
Firestarter ,http://www.imdb.com/title/tt0087262/?ref_=fn_tt_tt_1,11,May,1984
Killing Them Softly ,http://www.imdb.com/title/tt1764234/?ref_=fn_tt_tt_1,22,May,2012
A Most Wanted Man ,http://www.imdb.com/title/tt1972571/?ref_=fn_tt_tt_1,NA,NA,2014
Freddy Got Fingered ,http://www.imdb.com/title/tt0240515/?ref_=fn_tt_tt_1,18,April,2001
The Pirates Who Don't Do Anything: A VeggieTales Movie ,http://www.imdb.com/title/tt0475998/?ref_=fn_tt_tt_1,11,January,2008
U2 3D ,http://www.imdb.com/title/tt0892375/?ref_=fn_tt_tt_1,19,May,2007
Highlander: Endgame ,http://www.imdb.com/title/tt0144964/?ref_=fn_tt_tt_1,1,September,2000
Idlewild ,http://www.imdb.com/title/tt0417225/?ref_=fn_tt_tt_1,21,August,2006
One Day ,http://www.imdb.com/title/tt1563738/?ref_=fn_tt_tt_1,8,August,2011
Whip It ,http://www.imdb.com/title/tt1172233/?ref_=fn_tt_tt_1,13,September,2009
Knockaround Guys ,http://www.imdb.com/title/tt0211465/?ref_=fn_tt_tt_1,8,September,2001
Confidence ,http://www.imdb.com/title/tt0310910/?ref_=fn_tt_tt_1,20,January,2003
The Muse ,http://www.imdb.com/title/tt0164108/?ref_=fn_tt_tt_1,27,August,1999
De-Lovely ,http://www.imdb.com/title/tt0352277/?ref_=fn_tt_tt_1,22,May,2004
New York Stories ,http://www.imdb.com/title/tt0097965/?ref_=fn_tt_tt_1,1,March,1989
Barney's Great Adventure ,http://www.imdb.com/title/tt0120598/?ref_=fn_tt_tt_1,3,April,1998
The Man with the Iron Fists ,http://www.imdb.com/title/tt1258972/?ref_=fn_tt_tt_1,25,October,2012
Home Fries ,http://www.imdb.com/title/tt0119304/?ref_=fn_tt_tt_1,16,September,1998
Here on Earth ,http://www.imdb.com/title/tt0195778/?ref_=fn_tt_tt_1,15,March,2000
Brazil ,http://www.imdb.com/title/tt0088846/?ref_=fn_tt_tt_1,NA,February,1985
Raise Your Voice ,http://www.imdb.com/title/tt0361696/?ref_=fn_tt_tt_1,3,October,2004
The Dead Zone ,http://www.imdb.com/title/tt0281432/?ref_=fn_tt_tt_1,16,June,2002
The Big Lebowski ,http://www.imdb.com/title/tt0118715/?ref_=fn_tt_tt_1,18,January,1998
Black Snake Moan ,http://www.imdb.com/title/tt0462200/?ref_=fn_tt_tt_1,9,December,2006
Dark Blue ,http://www.imdb.com/title/tt0279331/?ref_=fn_tt_tt_1,14,December,2002
A Mighty Heart ,http://www.imdb.com/title/tt0829459/?ref_=fn_tt_tt_1,21,May,2007
Whatever It Takes ,http://www.imdb.com/title/tt0202402/?ref_=fn_tt_tt_1,NA,NA,2000
Boat Trip ,http://www.imdb.com/title/tt0285462/?ref_=fn_tt_tt_1,4,October,2002
The Importance of Being Earnest ,http://www.imdb.com/title/tt0278500/?ref_=fn_tt_tt_1,21,June,2002
The Love Letter ,http://www.imdb.com/title/tt0140340/?ref_=fn_tt_tt_1,1,February,1998
Hoot ,http://www.imdb.com/title/tt0453494/?ref_=fn_tt_tt_1,15,April,2006
In Bruges ,http://www.imdb.com/title/tt0780536/?ref_=fn_tt_tt_1,17,January,2008
Peeples ,http://www.imdb.com/title/tt1699755/?ref_=fn_tt_tt_1,10,May,2013
The Rocker ,http://www.imdb.com/title/tt1031969/?ref_=fn_tt_tt_1,12,June,2008
Post Grad ,http://www.imdb.com/title/tt1142433/?ref_=fn_tt_tt_1,13,August,2009
Promised Land ,http://www.imdb.com/title/tt2091473/?ref_=fn_tt_tt_1,4,December,2012
Whatever Works ,http://www.imdb.com/title/tt1178663/?ref_=fn_tt_tt_1,22,April,2009
The In Crowd ,http://www.imdb.com/title/tt0163676/?ref_=fn_tt_tt_1,17,July,2000
Three Burials ,http://www.imdb.com/title/tt0419294/?ref_=fn_tt_tt_1,20,May,2005
Jakob the Liar ,http://www.imdb.com/title/tt0120716/?ref_=fn_tt_tt_1,16,September,1999
Kiss Kiss Bang Bang ,http://www.imdb.com/title/tt0373469/?ref_=fn_tt_tt_1,14,May,2005
Idle Hands ,http://www.imdb.com/title/tt0138510/?ref_=fn_tt_tt_1,30,April,1999
Mulholland Drive ,http://www.imdb.com/title/tt0166924/?ref_=fn_tt_tt_1,16,May,2001
Blood and Chocolate ,http://www.imdb.com/title/tt0397044/?ref_=fn_tt_tt_1,25,January,2007
You Will Meet a Tall Dark Stranger ,http://www.imdb.com/title/tt1182350/?ref_=fn_tt_tt_1,15,May,2010
Never Let Me Go ,http://www.imdb.com/title/tt1334260/?ref_=fn_tt_tt_1,3,September,2010
The Company ,http://www.imdb.com/title/tt0488352/?ref_=fn_tt_tt_1,5,August,2007
Transsiberian ,http://www.imdb.com/title/tt0800241/?ref_=fn_tt_tt_1,18,January,2008
The Clan of the Cave Bear ,http://www.imdb.com/title/tt0090848/?ref_=fn_tt_tt_1,17,January,1986
Crazy in Alabama ,http://www.imdb.com/title/tt0142201/?ref_=fn_tt_tt_1,9,September,1999
Funny Games ,http://www.imdb.com/title/tt0808279/?ref_=fn_tt_tt_1,20,October,2007
Listening ,http://www.imdb.com/title/tt3153582/?ref_=fn_tt_tt_1,16,October,2014
Felicia's Journey ,http://www.imdb.com/title/tt0165773/?ref_=fn_tt_tt_1,17,May,1999
Metropolis ,http://www.imdb.com/title/tt0017136/?ref_=fn_tt_tt_1,10,January,1927
District B13 ,http://www.imdb.com/title/tt0414852/?ref_=fn_tt_tt_1,10,November,2004
Things to Do in Denver When You're Dead ,http://www.imdb.com/title/tt0114660/?ref_=fn_tt_tt_1,NA,May,1995
The Assassin ,http://www.imdb.com/title/tt3508840/?ref_=fn_tt_tt_1,21,May,2015
Buffalo Soldiers ,http://www.imdb.com/title/tt0252299/?ref_=fn_tt_tt_1,8,September,2001
The Return ,http://www.imdb.com/title/tt0376968/?ref_=fn_tt_tt_1,25,June,2003
Ong-bak 2 ,http://www.imdb.com/title/tt0785035/?ref_=fn_tt_tt_1,4,December,2008
Centurion ,http://www.imdb.com/title/tt1020558/?ref_=fn_tt_tt_1,15,February,2010
Silent Trigger ,http://www.imdb.com/title/tt0117653/?ref_=fn_tt_tt_1,4,July,1996
The Midnight Meat Train ,http://www.imdb.com/title/tt0805570/?ref_=fn_tt_tt_1,16,May,2008
Winnie Mandela ,http://www.imdb.com/title/tt1551641/?ref_=fn_tt_tt_1,16,September,2011
The Son of No One ,http://www.imdb.com/title/tt1535612/?ref_=fn_tt_tt_1,30,January,2011
All the Queen's Men ,http://www.imdb.com/title/tt0252223/?ref_=fn_tt_tt_1,14,October,2001
The Good Night ,http://www.imdb.com/title/tt0484111/?ref_=fn_tt_tt_1,25,January,2007
Bathory: Countess of Blood ,http://www.imdb.com/title/tt0469640/?ref_=fn_tt_tt_1,4,July,2008
Khumba ,http://www.imdb.com/title/tt1487931/?ref_=fn_tt_tt_1,8,September,2013
Automata ,http://www.imdb.com/title/tt1971325/?ref_=fn_tt_tt_1,20,September,2014
Dungeons & Dragons: Wrath of the Dragon God ,http://www.imdb.com/title/tt0406728/?ref_=fn_tt_tt_1,NA,September,2005
Chiamatemi Francesco - Il Papa della gente ,http://www.imdb.com/title/tt3856124/?ref_=fn_tt_tt_1,3,December,2015
Shinjuku Incident ,http://www.imdb.com/title/tt1075419/?ref_=fn_tt_tt_1,22,March,2009
Pandaemonium ,http://www.imdb.com/title/tt0210217/?ref_=fn_tt_tt_1,15,September,2000
Groundhog Day ,http://www.imdb.com/title/tt0107048/?ref_=fn_tt_tt_1,4,February,1993
Magic Mike XXL ,http://www.imdb.com/title/tt2268016/?ref_=fn_tt_tt_1,1,July,2015
Romeo + Juliet ,http://www.imdb.com/title/tt0117509/?ref_=fn_tt_tt_1,27,October,1996
Sarah's Key ,http://www.imdb.com/title/tt1668200/?ref_=fn_tt_tt_1,16,September,2010
Freedom ,http://www.imdb.com/title/tt2584018/?ref_=fn_tt_tt_1,21,August,2014
Unforgiven ,http://www.imdb.com/title/tt0105695/?ref_=fn_tt_tt_1,NA,NA,1992
Manderlay ,http://www.imdb.com/title/tt0342735/?ref_=fn_tt_tt_1,16,May,2005
Slumdog Millionaire ,http://www.imdb.com/title/tt1010048/?ref_=fn_tt_tt_1,30,August,2008
Fatal Attraction ,http://www.imdb.com/title/tt0093010/?ref_=fn_tt_tt_1,16,September,1987
Pretty Woman ,http://www.imdb.com/title/tt0100405/?ref_=fn_tt_tt_1,23,March,1990
Towering Inferno ,http://www.imdb.com/title/tt0691996/?ref_=fn_tt_tt_1,10,December,1982
Crocodile Dundee II ,http://www.imdb.com/title/tt0092493/?ref_=fn_tt_tt_1,20,May,1988
Broken Horses ,http://www.imdb.com/title/tt2503954/?ref_=fn_tt_tt_1,9,April,2015
Born on the Fourth of July ,http://www.imdb.com/title/tt0096969/?ref_=fn_tt_tt_1,20,December,1989
Cool Runnings ,http://www.imdb.com/title/tt0106611/?ref_=fn_tt_tt_1,1,October,1993
My Bloody Valentine ,http://www.imdb.com/title/tt1179891/?ref_=fn_tt_tt_1,8,January,2009
The Possession ,http://www.imdb.com/title/tt0431021/?ref_=fn_tt_tt_1,30,August,2012
First Blood ,http://www.imdb.com/title/tt0083944/?ref_=fn_tt_tt_1,22,October,1982
Stomp the Yard ,http://www.imdb.com/title/tt0775539/?ref_=fn_tt_tt_1,8,January,2007
The Spy Who Loved Me ,http://www.imdb.com/title/tt0076752/?ref_=fn_tt_tt_1,7,July,1977
Ghost Hunters ,http://www.imdb.com/title/tt0426697/?ref_=fn_tt_tt_1,6,October,2004
Urban Legend ,http://www.imdb.com/title/tt0146336/?ref_=fn_tt_tt_1,25,September,1998
Dangerous Liaisons ,http://www.imdb.com/title/tt0094947/?ref_=fn_tt_tt_1,11,December,1988
Good Deeds ,http://www.imdb.com/title/tt1885265/?ref_=fn_tt_tt_1,14,February,2012
White Fang ,http://www.imdb.com/title/tt0103247/?ref_=fn_tt_tt_1,NA,NA,1991
Superstar ,http://www.imdb.com/title/tt0167427/?ref_=fn_tt_tt_1,5,October,1999
The Iron Lady ,http://www.imdb.com/title/tt1007029/?ref_=fn_tt_tt_1,26,December,2011
Jonah: A VeggieTales Movie ,http://www.imdb.com/title/tt0298388/?ref_=fn_tt_tt_1,4,October,2002
Poetic Justice ,http://www.imdb.com/title/tt0107840/?ref_=fn_tt_tt_1,23,July,1993
All About the Benjamins ,http://www.imdb.com/title/tt0278295/?ref_=fn_tt_tt_1,8,March,2002
Vampire in Brooklyn ,http://www.imdb.com/title/tt0114825/?ref_=fn_tt_tt_1,27,October,1995
Exorcist II: The Heretic ,http://www.imdb.com/title/tt0076009/?ref_=fn_tt_tt_1,17,June,1977
An American Haunting ,http://www.imdb.com/title/tt0429573/?ref_=fn_tt_tt_1,5,November,2005
My Boss's Daughter ,http://www.imdb.com/title/tt0270980/?ref_=fn_tt_tt_1,22,August,2003
A Perfect Getaway ,http://www.imdb.com/title/tt0971209/?ref_=fn_tt_tt_1,6,August,2009
Our Family Wedding ,http://www.imdb.com/title/tt1305583/?ref_=fn_tt_tt_1,12,March,2010
Dead Man on Campus ,http://www.imdb.com/title/tt0118301/?ref_=fn_tt_tt_1,1,August,1998
Tea with Mussolini ,http://www.imdb.com/title/tt0120857/?ref_=fn_tt_tt_1,26,March,1999
Thinner ,http://www.imdb.com/title/tt0117894/?ref_=fn_tt_tt_1,25,October,1996
"New York, New York ",http://www.imdb.com/title/tt0076451/?ref_=fn_tt_tt_1,21,June,1977
Crooklyn ,http://www.imdb.com/title/tt0109504/?ref_=fn_tt_tt_1,9,May,1994
I Think I Love My Wife ,http://www.imdb.com/title/tt0770772/?ref_=fn_tt_tt_1,7,March,2007
Jason X ,http://www.imdb.com/title/tt0211443/?ref_=fn_tt_tt_1,24,July,2001
Big Fat Liar ,http://www.imdb.com/title/tt0265298/?ref_=fn_tt_tt_1,2,February,2002
Bobby ,http://www.imdb.com/title/tt0308055/?ref_=fn_tt_tt_1,5,September,2006
Head Over Heels ,http://www.imdb.com/title/tt0192111/?ref_=fn_tt_tt_1,2,February,2001
Fun Size ,http://www.imdb.com/title/tt1663143/?ref_=fn_tt_tt_1,25,October,2012
The Diving Bell and the Butterfly ,http://www.imdb.com/title/tt0401383/?ref_=fn_tt_tt_1,22,May,2007
Little Children ,http://www.imdb.com/title/tt0404203/?ref_=fn_tt_tt_1,1,September,2006
Gossip ,http://www.imdb.com/title/tt0176783/?ref_=fn_tt_tt_1,18,April,2000
A Walk on the Moon ,http://www.imdb.com/title/tt0120613/?ref_=fn_tt_tt_1,29,January,1999
Catch a Fire ,http://www.imdb.com/title/tt0437232/?ref_=fn_tt_tt_1,2,September,2006
Soul Survivors ,http://www.imdb.com/title/tt0218619/?ref_=fn_tt_tt_1,6,September,2001
Jefferson in Paris ,http://www.imdb.com/title/tt0113463/?ref_=fn_tt_tt_1,31,March,1995
Easy Virtue ,http://www.imdb.com/title/tt0808244/?ref_=fn_tt_tt_1,8,September,2008
Caravans ,http://www.imdb.com/title/tt0077296/?ref_=fn_tt_tt_1,2,November,1978
Mr. Turner ,http://www.imdb.com/title/tt2473794/?ref_=fn_tt_tt_1,15,May,2014
Wild Grass ,http://www.imdb.com/title/tt1156143/?ref_=fn_tt_tt_1,20,May,2009
Amen. ,http://www.imdb.com/title/tt0280653/?ref_=fn_tt_tt_1,13,February,2002
Reign of Assassins ,http://www.imdb.com/title/tt1460743/?ref_=fn_tt_tt_1,3,September,2010
The Lucky Ones ,http://www.imdb.com/title/tt0981072/?ref_=fn_tt_tt_1,10,March,2008
Margaret ,http://www.imdb.com/title/tt0466893/?ref_=fn_tt_tt_1,30,September,2011
Stan Helsing ,http://www.imdb.com/title/tt1185266/?ref_=fn_tt_tt_1,21,October,2009
Flipped ,http://www.imdb.com/title/tt0817177/?ref_=fn_tt_tt_1,26,July,2010
Brokeback Mountain ,http://www.imdb.com/title/tt0388795/?ref_=fn_tt_tt_1,2,September,2005
Teenage Mutant Ninja Turtles ,http://www.imdb.com/title/tt1291150/?ref_=fn_tt_tt_1,3,August,2014
Clueless ,http://www.imdb.com/title/tt0112697/?ref_=fn_tt_tt_1,7,July,1995
Far from Heaven ,http://www.imdb.com/title/tt0297884/?ref_=fn_tt_tt_1,2,September,2002
Hot Tub Time Machine 2 ,http://www.imdb.com/title/tt2637294/?ref_=fn_tt_tt_1,20,February,2015
Dekalog ,http://www.imdb.com/title/tt0092337/?ref_=fn_tt_tt_1,16,May,1989
Quills ,http://www.imdb.com/title/tt0180073/?ref_=fn_tt_tt_1,2,September,2000
Seven Psychopaths ,http://www.imdb.com/title/tt1931533/?ref_=fn_tt_tt_1,7,September,2012
The Caveman's Valentine ,http://www.imdb.com/title/tt0182000/?ref_=fn_tt_tt_1,19,January,2001
The Border ,http://www.imdb.com/title/tt4048942/?ref_=fn_tt_tt_1,12,October,2014
Downfall ,http://www.imdb.com/title/tt0363163/?ref_=fn_tt_tt_1,8,September,2004
The Sea Inside ,http://www.imdb.com/title/tt0369702/?ref_=fn_tt_tt_1,2,September,2004
Under the Skin ,http://www.imdb.com/title/tt1441395/?ref_=fn_tt_tt_1,29,August,2013
"Good Morning, Vietnam ",http://www.imdb.com/title/tt0093105/?ref_=fn_tt_tt_1,23,December,1987
The Last Godfather ,http://www.imdb.com/title/tt1584131/?ref_=fn_tt_tt_1,29,December,2010
Justin Bieber: Never Say Never ,http://www.imdb.com/title/tt1702443/?ref_=fn_tt_tt_1,9,February,2011
Black Swan ,http://www.imdb.com/title/tt0947798/?ref_=fn_tt_tt_1,1,September,2010
RoboCop ,http://www.imdb.com/title/tt1234721/?ref_=fn_tt_tt_1,30,January,2014
The Godfather: Part II ,http://www.imdb.com/title/tt0071562/?ref_=fn_tt_tt_1,12,December,1974
Save the Last Dance ,http://www.imdb.com/title/tt0206275/?ref_=fn_tt_tt_1,9,January,2001
A Nightmare on Elm Street 4: The Dream Master ,http://www.imdb.com/title/tt0095742/?ref_=fn_tt_tt_1,19,August,1988
Miracles from Heaven ,http://www.imdb.com/title/tt4257926/?ref_=fn_tt_tt_1,16,March,2016
"Dude, Where's My Car? ",http://www.imdb.com/title/tt0242423/?ref_=fn_tt_tt_1,10,December,2000
Young Guns ,http://www.imdb.com/title/tt0096487/?ref_=fn_tt_tt_1,10,August,1988
St. Vincent ,http://www.imdb.com/title/tt2170593/?ref_=fn_tt_tt_1,5,September,2014
About Last Night ,http://www.imdb.com/title/tt1826590/?ref_=fn_tt_tt_1,14,February,2014
10 Things I Hate About You ,http://www.imdb.com/title/tt0147800/?ref_=fn_tt_tt_1,31,March,1999
The New Guy ,http://www.imdb.com/title/tt0241760/?ref_=fn_tt_tt_1,7,May,2002
Loaded Weapon 1 ,http://www.imdb.com/title/tt0107659/?ref_=fn_tt_tt_1,5,February,1993
The Shallows ,http://www.imdb.com/title/tt4052882/?ref_=fn_tt_tt_1,21,June,2016
The Butterfly Effect ,http://www.imdb.com/title/tt0289879/?ref_=fn_tt_tt_1,17,January,2004
Snow Day ,http://www.imdb.com/title/tt0184907/?ref_=fn_tt_tt_1,29,January,2000
This Christmas ,http://www.imdb.com/title/tt0937375/?ref_=fn_tt_tt_1,25,October,2007
Baby Geniuses ,http://www.imdb.com/title/tt0118665/?ref_=fn_tt_tt_1,12,March,1999
The Big Hit ,http://www.imdb.com/title/tt0120609/?ref_=fn_tt_tt_1,24,April,1998
Harriet the Spy ,http://www.imdb.com/title/tt0116493/?ref_=fn_tt_tt_1,10,July,1996
Child's Play 2 ,http://www.imdb.com/title/tt0099253/?ref_=fn_tt_tt_1,9,November,1990
No Good Deed ,http://www.imdb.com/title/tt2011159/?ref_=fn_tt_tt_1,10,September,2014
The Mist ,http://www.imdb.com/title/tt0884328/?ref_=fn_tt_tt_1,12,November,2007
Ex Machina ,http://www.imdb.com/title/tt0470752/?ref_=fn_tt_tt_1,16,December,2014
Being John Malkovich ,http://www.imdb.com/title/tt0120601/?ref_=fn_tt_tt_1,2,September,1999
Two Can Play That Game ,http://www.imdb.com/title/tt0269341/?ref_=fn_tt_tt_1,29,August,2001
Earth to Echo ,http://www.imdb.com/title/tt2183034/?ref_=fn_tt_tt_1,14,June,2014
Crazy/Beautiful ,http://www.imdb.com/title/tt0250224/?ref_=fn_tt_tt_1,28,June,2001
Letters from Iwo Jima ,http://www.imdb.com/title/tt0498380/?ref_=fn_tt_tt_1,15,November,2006
The Astronaut Farmer ,http://www.imdb.com/title/tt0469263/?ref_=fn_tt_tt_1,15,October,2006
Woo ,http://www.imdb.com/title/tt0120531/?ref_=fn_tt_tt_1,8,May,1998
Room ,http://www.imdb.com/title/tt3170832/?ref_=fn_tt_tt_1,4,September,2015
Dirty Work ,http://www.imdb.com/title/tt0120654/?ref_=fn_tt_tt_1,12,June,1998
Serial Mom ,http://www.imdb.com/title/tt0111127/?ref_=fn_tt_tt_1,13,April,1994
Dick ,http://www.imdb.com/title/tt0144168/?ref_=fn_tt_tt_1,23,July,1999
Del 1 - Män som hatar kvinnor ,http://www.imdb.com/title/tt1639008/?ref_=fn_tt_tt_1,20,March,2010
Light It Up ,http://www.imdb.com/title/tt0172726/?ref_=fn_tt_tt_1,4,November,1999
54 ,http://www.imdb.com/title/tt0120577/?ref_=fn_tt_tt_1,24,August,1998
Bubble Boy ,http://www.imdb.com/title/tt0258470/?ref_=fn_tt_tt_1,23,August,2001
Birthday Girl ,http://www.imdb.com/title/tt0188453/?ref_=fn_tt_tt_1,6,September,2001
21 & Over ,http://www.imdb.com/title/tt1711425/?ref_=fn_tt_tt_1,28,February,2013
"Paris, je t'aime ",http://www.imdb.com/title/tt0401711/?ref_=fn_tt_tt_1,18,May,2006
Resurrecting the Champ ,http://www.imdb.com/title/tt0416185/?ref_=fn_tt_tt_1,20,January,2007
Admission ,http://www.imdb.com/title/tt1814621/?ref_=fn_tt_tt_1,22,March,2013
The Widow of Saint-Pierre ,http://www.imdb.com/title/tt0191636/?ref_=fn_tt_tt_1,19,April,2000
Chloe ,http://www.imdb.com/title/tt1352824/?ref_=fn_tt_tt_1,13,September,2009
Faithful ,http://www.imdb.com/title/tt0116269/?ref_=fn_tt_tt_1,3,April,1996
Brothers ,http://www.imdb.com/title/tt0765010/?ref_=fn_tt_tt_1,22,November,2009
Find Me Guilty ,http://www.imdb.com/title/tt0419749/?ref_=fn_tt_tt_1,16,February,2006
The Perks of Being a Wallflower ,http://www.imdb.com/title/tt1659337/?ref_=fn_tt_tt_1,8,September,2012
Excessive Force ,http://www.imdb.com/title/tt0104215/?ref_=fn_tt_tt_1,14,May,1993
Infamous ,http://www.imdb.com/title/tt0420609/?ref_=fn_tt_tt_1,31,August,2006
The Claim ,http://www.imdb.com/title/tt0218378/?ref_=fn_tt_tt_1,7,December,2000
The Vatican Tapes ,http://www.imdb.com/title/tt1524575/?ref_=fn_tt_tt_1,22,July,2015
Attack the Block ,http://www.imdb.com/title/tt1478964/?ref_=fn_tt_tt_1,12,March,2011
In the Land of Blood and Honey ,http://www.imdb.com/title/tt1714209/?ref_=fn_tt_tt_1,22,December,2011
The Call ,http://www.imdb.com/title/tt1911644/?ref_=fn_tt_tt_1,14,March,2013
Operation Chromite ,http://www.imdb.com/title/tt4939066/?ref_=fn_tt_tt_1,27,July,2016
The Crocodile Hunter: Collision Course ,http://www.imdb.com/title/tt0305396/?ref_=fn_tt_tt_1,12,July,2002
I Love You Phillip Morris ,http://www.imdb.com/title/tt1045772/?ref_=fn_tt_tt_1,18,January,2009
Quest for Fire ,http://www.imdb.com/title/tt0082484/?ref_=fn_tt_tt_1,16,December,1981
Antwone Fisher ,http://www.imdb.com/title/tt0168786/?ref_=fn_tt_tt_1,12,September,2002
The Emperor's Club ,http://www.imdb.com/title/tt0283530/?ref_=fn_tt_tt_1,9,September,2002
True Romance ,http://www.imdb.com/title/tt0108399/?ref_=fn_tt_tt_1,8,September,1993
Womb ,http://www.imdb.com/title/tt1216520/?ref_=fn_tt_tt_1,15,July,2010
Glengarry Glen Ross ,http://www.imdb.com/title/tt0104348/?ref_=fn_tt_tt_1,30,August,1992
The Killer Inside Me ,http://www.imdb.com/title/tt0954947/?ref_=fn_tt_tt_1,24,January,2010
Cat People ,http://www.imdb.com/title/tt0083722/?ref_=fn_tt_tt_1,2,April,1982
Sorority Row ,http://www.imdb.com/title/tt1232783/?ref_=fn_tt_tt_1,9,September,2009
The Prisoner of Zenda ,http://www.imdb.com/title/tt0029442/?ref_=fn_tt_tt_1,2,September,1937
Lars and the Real Girl ,http://www.imdb.com/title/tt0805564/?ref_=fn_tt_tt_1,16,September,2007
The Boy in the Striped Pajamas ,http://www.imdb.com/title/tt0914798/?ref_=fn_tt_tt_1,28,August,2008
Dancer in the Dark ,http://www.imdb.com/title/tt0168629/?ref_=fn_tt_tt_1,17,May,2000
Oscar and Lucinda ,http://www.imdb.com/title/tt0119843/?ref_=fn_tt_tt_1,31,December,1997
The Funeral ,http://www.imdb.com/title/tt0116378/?ref_=fn_tt_tt_1,3,September,1996
Solitary Man ,http://www.imdb.com/title/tt1294213/?ref_=fn_tt_tt_1,NA,September,2009
Machete ,http://www.imdb.com/title/tt0985694/?ref_=fn_tt_tt_1,1,September,2010
Casino Jack ,http://www.imdb.com/title/tt1194417/?ref_=fn_tt_tt_1,16,September,2010
The Land Before Time ,http://www.imdb.com/title/tt0095489/?ref_=fn_tt_tt_1,18,November,1988
Tae Guk Gi: The Brotherhood of War ,http://www.imdb.com/title/tt0386064/?ref_=fn_tt_tt_1,3,February,2004
The Perfect Game ,http://www.imdb.com/title/tt0473102/?ref_=fn_tt_tt_1,21,March,2009
The Exorcist ,http://www.imdb.com/title/tt0070047/?ref_=fn_tt_tt_1,26,December,1973
Jaws ,http://www.imdb.com/title/tt0073195/?ref_=fn_tt_tt_1,20,June,1975
American Pie ,http://www.imdb.com/title/tt0163651/?ref_=fn_tt_tt_1,7,July,1999
Ernest & Celestine ,http://www.imdb.com/title/tt1816518/?ref_=fn_tt_tt_1,23,May,2012
The Golden Child ,http://www.imdb.com/title/tt0091129/?ref_=fn_tt_tt_1,12,December,1986
Think Like a Man ,http://www.imdb.com/title/tt1621045/?ref_=fn_tt_tt_1,10,February,2012
Barbershop ,http://www.imdb.com/title/tt0303714/?ref_=fn_tt_tt_1,7,August,2002
Star Trek II: The Wrath of Khan ,http://www.imdb.com/title/tt0084726/?ref_=fn_tt_tt_1,4,June,1982
Ace Ventura: Pet Detective ,http://www.imdb.com/title/tt0109040/?ref_=fn_tt_tt_1,4,February,1994
